id,sales
3000888,0.0
3000889,0.0
3000890,9.652734756469727
3000891,2949.263671875
3000892,0.0
3000893,521.1531982421875
3000894,0.0
3000895,1001.6773071289062
3000896,806.69921875
3000897,273.26959228515625
3000898,174.94985961914062
3000899,130.3299102783203
3000900,4018.26171875
3000901,3.278881072998047
3000902,0.0
3000903,25.512531280517578
3000904,0.0
3000905,0.0
3000906,278.6369934082031
3000907,0.0
3000908,59.00649642944336
3000909,112.0313720703125
3000910,99.38394165039062
3000911,0.0
3000912,403.8487548828125
3000913,281.61322021484375
3000914,0.0
3000915,0.0
3000916,485.35662841796875
3000917,96.43357849121094
3000918,3612.974609375
3000919,126.17756652832031
3000920,0.0
3000921,0.0
3000922,0.0
3000923,0.0
3000924,1232.58056640625
3000925,0.0
3000926,130.45713806152344
3000927,0.0
3000928,749.7971801757812
3000929,3.767101764678955
3000930,159.60081481933594
3000931,110.44625091552734
3000932,49.700557708740234
3000933,3204.860595703125
3000934,0.0
3000935,0.0
3000936,0.0
3000937,0.0
3000938,0.0
3000939,147.480712890625
3000940,0.0
3000941,0.0
3000942,4.888674736022949
3000943,0.0
3000944,0.0
3000945,165.82289123535156
3000946,120.4645004272461
3000947,0.0
3000948,0.0
3000949,203.8634796142578
3000950,22.372356414794922
3000951,2351.991455078125
3000952,0.0
3000953,0.0
3000954,16.116535186767578
3000955,10.187430381774902
3000956,35.06767272949219
3000957,4283.3779296875
3000958,16.694866180419922
3000959,574.4561157226562
3000960,14.396167755126953
3000961,1779.3475341796875
3000962,540.203369140625
3000963,490.20361328125
3000964,168.8714599609375
3000965,92.8624496459961
3000966,7098.35791015625
3000967,19.649147033691406
3000968,13.188878059387207
3000969,56.173004150390625
3000970,41.44970703125
3000971,9.767972946166992
3000972,470.5384826660156
3000973,14.396167755126953
3000974,10.293405532836914
3000975,119.79519653320312
3000976,141.39346313476562
3000977,15.045273780822754
3000978,552.6707153320312
3000979,367.1954345703125
3000980,8.378032684326172
3000981,83.01471710205078
3000982,458.6882019042969
3000983,64.94369506835938
3000984,1713.20556640625
3000985,140.42703247070312
3000986,14.396167755126953
3000987,0.0
3000988,0.0
3000989,0.0
3000990,1493.098388671875
3000991,0.0
3000992,71.60469818115234
3000993,0.0
3000994,768.3927001953125
3000995,241.19508361816406
3000996,177.04942321777344
3000997,83.36766052246094
3000998,32.78874206542969
3000999,2964.44140625
3001000,0.0
3001001,0.0
3001002,10.886795997619629
3001003,0.0
3001004,0.0
3001005,164.57342529296875
3001006,0.0
3001007,0.0
3001008,39.710506439208984
3001009,0.0
3001010,0.0
3001011,147.97140502929688
3001012,138.35055541992188
3001013,0.0
3001014,0.0
3001015,177.4448699951172
3001016,41.40732955932617
3001017,2095.580322265625
3001018,0.0
3001019,0.0
3001020,0.0
3001021,0.0
3001022,0.0
3001023,1580.7318115234375
3001024,0.0
3001025,100.52527618408203
3001026,0.0
3001027,768.3927001953125
3001028,246.57192993164062
3001029,177.04942321777344
3001030,83.36766052246094
3001031,32.78874206542969
3001032,2964.44140625
3001033,0.0
3001034,0.0
3001035,10.886795997619629
3001036,0.0
3001037,0.0
3001038,164.57342529296875
3001039,0.0
3001040,0.0
3001041,27.706836700439453
3001042,0.0
3001043,0.0
3001044,147.97140502929688
3001045,67.11933135986328
3001046,0.0
3001047,0.0
3001048,127.51245880126953
3001049,41.40732955932617
3001050,2095.580322265625
3001051,0.0
3001052,0.0
3001053,0.6663804054260254
3001054,2.069474458694458
3001055,16.07651710510254
3001056,1368.7750244140625
3001057,1.244712233543396
3001058,163.77154541015625
3001059,0.0
3001060,1068.216552734375
3001061,245.83665466308594
3001062,186.64208984375
3001063,104.4710693359375
3001064,61.588191986083984
3001065,3097.05908203125
3001066,7.364750385284424
3001067,1.5131391286849976
3001068,55.946861267089844
3001069,0.0
3001070,1.5959473848342896
3001071,207.28184509277344
3001072,0.0
3001073,0.0
3001074,88.8475570678711
3001075,45.397090911865234
3001076,0.0
3001077,228.5854034423828
3001078,199.00326538085938
3001079,0.0
3001080,0.0
3001081,112.47016906738281
3001082,59.57859420776367
3001083,2942.127685546875
3001084,40.23321533203125
3001085,0.0
3001086,0.0
3001087,0.0
3001088,0.0
3001089,1449.00341796875
3001090,0.0
3001091,83.0468978881836
3001092,0.0
3001093,832.7978515625
3001094,347.65924072265625
3001095,242.9777374267578
3001096,48.03899002075195
3001097,42.16842269897461
3001098,2921.426513671875
3001099,5.471721172332764
3001100,0.0
3001101,11.866223335266113
3001102,0.0
3001103,0.0
3001104,176.015625
3001105,0.0
3001106,0.0
3001107,40.51250076293945
3001108,0.0
3001109,0.0
3001110,144.36245727539062
3001111,149.79275512695312
3001112,0.0
3001113,0.0
3001114,118.5732192993164
3001115,45.2559928894043
3001116,2260.342041015625
3001117,0.0
3001118,0.0
3001119,0.0
3001120,0.0
3001121,34.52775573730469
3001122,1421.78369140625
3001123,0.0
3001124,94.44837951660156
3001125,0.0
3001126,900.4962768554688
3001127,172.00765991210938
3001128,98.51655578613281
3001129,117.19889068603516
3001130,31.378971099853516
3001131,2467.966796875
3001132,3.6828525066375732
3001133,0.0
3001134,25.737632751464844
3001135,0.0
3001136,0.0
3001137,177.07261657714844
3001138,0.0
3001139,0.0
3001140,58.63835144042969
3001141,15.187883377075195
3001142,0.0
3001143,105.28179168701172
3001144,47.536197662353516
3001145,0.0
3001146,0.0
3001147,147.43409729003906
3001148,31.31909942626953
3001149,2112.95556640625
3001150,10.024008750915527
3001151,0.0
3001152,0.0
3001153,0.0
3001154,38.58711624145508
3001155,3114.859130859375
3001156,0.0
3001157,329.54705810546875
3001158,0.0
3001159,1373.201171875
3001160,856.8945922851562
3001161,433.8138732910156
3001162,201.33450317382812
3001163,102.05813598632812
3001164,4390.51904296875
3001165,4.427691459655762
3001166,0.0
3001167,63.235504150390625
3001168,50.04233169555664
3001169,0.0
3001170,337.23382568359375
3001171,0.0
3001172,100.05400085449219
3001173,195.64447021484375
3001174,128.57276916503906
3001175,0.0
3001176,246.82627868652344
3001177,326.3177185058594
3001178,0.0
3001179,0.0
3001180,349.32208251953125
3001181,52.366600036621094
3001182,2140.553955078125
3001183,167.22508239746094
3001184,0.0
3001185,0.0
3001186,0.0
3001187,0.0
3001188,2209.50634765625
3001189,0.0
3001190,516.9668579101562
3001191,0.0
3001192,599.9520874023438
3001193,430.4423828125
3001194,226.10009765625
3001195,149.96826171875
3001196,59.62342834472656
3001197,3129.223876953125
3001198,0.0
3001199,0.0
3001200,6.202751159667969
